,Market_Size,Trust_in_Strangers,Signal_Reading,Trust_Rate,Cooperating_Agents,Trust_in_Neighbors,Trust_in_Newcomers
69,0.682,0.3985419198055893,0.3932863134517908,0.407,0.698,0.48427672955974843,0.5390625
70,0.698,0.3695920889987639,0.38727122468217073,0.383,0.654,0.4337748344370861,0.42424242424242425
71,0.681,0.3702770780856423,0.38486729724511104,0.39,0.702,0.44200626959247646,0.37373737373737376
72,0.666,0.34600760456273766,0.37692995224238834,0.365,0.707,0.41317365269461076,0.3879310344827586
73,0.7,0.38077858880778587,0.3976852908272274,0.398,0.66,0.4866666666666667,0.5137614678899083
74,0.669,0.4007537688442211,0.4103112048381667,0.399,0.661,0.38368580060422963,0.3793103448275862
75,0.67,0.3982521847690387,0.4176664340762648,0.403,0.646,0.42727272727272725,0.4344262295081967
76,0.705,0.4051724137931034,0.40683745369616703,0.411,0.614,0.44745762711864406,0.4536082474226804
77,0.701,0.38881987577639754,0.3946212616176013,0.389,0.69,0.38127090301003347,0.3617021276595745
78,0.728,0.37575757575757573,0.3769702121255143,0.381,0.635,0.40441176470588236,0.40963855421686746
79,0.732,0.38744075829383884,0.40431199135866625,0.397,0.638,0.43656716417910446,0.4
80,0.755,0.3926014319809069,0.4027323783097131,0.391,0.673,0.4122448979591837,0.4657534246575342
81,0.73,0.4064748201438849,0.41104059862622494,0.407,0.623,0.4185185185185185,0.4166666666666667
82,0.693,0.39194139194139194,0.3795178519311736,0.4,0.651,0.43973941368078173,0.45871559633027525
83,0.74,0.373508353221957,0.3860652791253873,0.386,0.674,0.47307692307692306,0.5168539325842697
84,0.706,0.360450563204005,0.38169397534549715,0.371,0.664,0.40476190476190477,0.39285714285714285
85,0.689,0.35393939393939394,0.37076692860487526,0.355,0.669,0.36977491961414793,0.3709677419354839
86,0.706,0.3578313253012048,0.36453177788703656,0.364,0.64,0.35374149659863946,0.2857142857142857
87,0.732,0.35167464114832536,0.3636631124984984,0.35,0.642,0.3582089552238806,0.41304347826086957
88,0.689,0.37623762376237624,0.3848438902833826,0.378,0.641,0.4212218649517685,0.47619047619047616
89,0.665,0.3811944091486658,0.3868507360093289,0.381,0.651,0.3611940298507463,0.3125
90,0.687,0.40663390663390664,0.41288750430566895,0.413,0.678,0.44089456869009586,0.4336283185840708
91,0.702,0.3968636911942099,0.4016601320722689,0.401,0.644,0.4161073825503356,0.4107142857142857
92,0.706,0.39489671931956255,0.3936803563838131,0.389,0.648,0.3707482993197279,0.36538461538461536
93,0.691,0.3806609547123623,0.3815525702189196,0.389,0.63,0.4110032362459547,0.3963963963963964
94,0.664,0.3877038895859473,0.392024656386328,0.392,0.637,0.4017857142857143,0.39166666666666666
95,0.683,0.36523929471032746,0.40246764792201667,0.388,0.649,0.43217665615141954,0.36082474226804123
96,0.642,0.4007731958762887,0.40975020443184423,0.403,0.654,0.40502793296089384,0.4
97,0.689,0.40811153358681873,0.40878135188244313,0.424,0.633,0.4565916398713826,0.40860215053763443
98,0.723,0.3854679802955665,0.37958866174428374,0.383,0.661,0.36101083032490977,0.3333333333333333
99,0.73,0.3560145808019441,0.36526091364895935,0.366,0.699,0.4185185185185185,0.4875
100,0.683,0.3316892725030826,0.3648194095562386,0.35,0.696,0.4069400630914827,0.3728813559322034
101,0.648,0.3840304182509506,0.3763323690873666,0.383,0.714,0.3806818181818182,0.3816793893129771
102,0.661,0.39420654911838793,0.39468118571647803,0.404,0.682,0.45132743362831856,0.4789915966386555
103,0.654,0.375968992248062,0.3822712161522112,0.386,0.632,0.40173410404624277,0.38738738738738737
104,0.693,0.37344913151364767,0.3801740527043492,0.388,0.678,0.46579804560260585,0.47572815533980584
105,0.69,0.3566958698372966,0.3913873471485585,0.369,0.709,0.4,0.37755102040816324
106,0.667,0.41466498103666244,0.40254629384149065,0.411,0.685,0.4024024024024024,0.41964285714285715
107,0.683,0.4,0.3977069863328894,0.401,0.611,0.4037854889589905,0.4166666666666667
108,0.694,0.3831891223733004,0.41341992449549103,0.395,0.603,0.4117647058823529,0.36792452830188677
109,0.697,0.40852130325814534,0.38827206267122394,0.4,0.566,0.39933993399339934,0.4673913043478261
110,0.704,0.37758830694275275,0.3738736615455946,0.393,0.594,0.44594594594594594,0.4423076923076923
111,0.702,0.35403726708074534,0.35557280613650233,0.356,0.656,0.3825503355704698,0.40425531914893614
112,0.687,0.37037037037037035,0.36331104381491053,0.38,0.701,0.4185303514376997,0.42105263157894735
113,0.691,0.37579617834394907,0.3709469909857103,0.376,0.672,0.3786407766990291,0.40963855421686746
114,0.659,0.36628643852978454,0.36734861422645954,0.369,0.705,0.3870967741935484,0.4322033898305085
115,0.699,0.3763837638376384,0.39432235053778697,0.393,0.673,0.42857142857142855,0.375
116,0.715,0.4106925880923451,0.39412414951759595,0.409,0.664,0.4,0.40625
117,0.718,0.4033412887828162,0.4117135308860785,0.409,0.642,0.41843971631205673,0.37383177570093457
118,0.679,0.3924205378973105,0.39888476755099894,0.409,0.639,0.4392523364485981,0.3951612903225806
119,0.699,0.3854818523153942,0.40383071287298833,0.402,0.659,0.4584717607973422,0.4431818181818182
120,0.718,0.41802252816020025,0.41484857384067436,0.42,0.622,0.4397163120567376,0.4714285714285714
121,0.67,0.4142312579415502,0.40806244490265137,0.415,0.575,0.43333333333333335,0.5
122,0.715,0.36614645858343337,0.4020165306603243,0.373,0.636,0.4070175438596491,0.3888888888888889
123,0.692,0.39751552795031053,0.4109876071601866,0.407,0.659,0.4318181818181818,0.41904761904761906
124,0.731,0.38325471698113206,0.3793968000569423,0.388,0.706,0.40892193308550184,0.4174757281553398
125,0.715,0.37376237623762376,0.36777696172937796,0.369,0.728,0.3824561403508772,0.43023255813953487
126,0.716,0.34532374100719426,0.36757479187434555,0.35,0.743,0.36971830985915494,0.37383177570093457
127,0.722,0.35,0.38593661529242684,0.362,0.716,0.38489208633093525,0.330188679245283
128,0.724,0.36982968369829683,0.38324732527661104,0.379,0.712,0.42391304347826086,0.43023255813953487
129,0.664,0.42197253433208487,0.40940399517845955,0.42,0.699,0.40773809523809523,0.4140625
130,0.689,0.3977272727272727,0.393923401918515,0.4,0.684,0.40836012861736337,0.4166666666666667
131,0.708,0.39636363636363636,0.38419592514646544,0.409,0.69,0.4589041095890411,0.44761904761904764
132,0.707,0.36561743341404357,0.3846472291853464,0.383,0.664,0.447098976109215,0.43636363636363634
133,0.717,0.37876960193003617,0.38122511634472905,0.392,0.671,0.4204946996466431,0.3786407766990291
134,0.705,0.3538647342995169,0.363119975992486,0.356,0.682,0.3728813559322034,0.40540540540540543
135,0.709,0.35066505441354295,0.35955295803741943,0.355,0.706,0.3745704467353952,0.37719298245614036
136,0.709,0.3561973525872443,0.38249437913875134,0.357,0.661,0.3642611683848797,0.3963963963963964
137,0.694,0.37423312883435583,0.38623210904970323,0.376,0.646,0.3790849673202614,0.3783783783783784
138,0.675,0.3711083437110834,0.4039232836981585,0.386,0.649,0.4276923076923077,0.39166666666666666
139,0.669,0.4101910828025478,0.4130453331274439,0.415,0.655,0.44410876132930516,0.46296296296296297
140,0.672,0.39949748743718594,0.39713685716117675,0.414,0.582,0.47560975609756095,0.49557522123893805
141,0.7,0.37623762376237624,0.38011977150658266,0.376,0.654,0.38,0.3958333333333333
142,0.687,0.3613550815558344,0.38477872083061454,0.377,0.653,0.4249201277955272,0.4
143,0.699,0.39751552795031053,0.3859648147957206,0.407,0.641,0.4318936877076412,0.39603960396039606
144,0.67,0.38701622971285893,0.3814313273350695,0.387,0.671,0.3939393939393939,0.3949579831932773
145,0.716,0.3805418719211823,0.38016522733325764,0.389,0.708,0.41901408450704225,0.4024390243902439
146,0.672,0.3793969849246231,0.39287234205842686,0.378,0.659,0.375,0.4090909090909091
147,0.701,0.3888888888888889,0.3881766966102745,0.392,0.631,0.4180602006688963,0.44144144144144143
148,0.684,0.38095238095238093,0.39314446745586173,0.397,0.594,0.41139240506329117,0.32673267326732675
149,0.717,0.37122128174123337,0.3806714116540908,0.372,0.639,0.3710247349823322,0.37755102040816324
150,0.703,0.38868832731648617,0.38536268730672196,0.398,0.641,0.42424242424242425,0.4
151,0.682,0.3325062034739454,0.36248723080736706,0.358,0.665,0.4371069182389937,0.40707964601769914
152,0.694,0.4012345679012346,0.39908195230215004,0.404,0.64,0.41830065359477125,0.4056603773584906
153,0.666,0.4383033419023136,0.43481945273713496,0.451,0.65,0.5029940119760479,0.5257731958762887
154,0.675,0.4081381011097411,0.40524236404951863,0.406,0.627,0.40307692307692305,0.41732283464566927
155,0.7,0.38855054811205847,0.3872308845475352,0.392,0.647,0.42,0.45454545454545453
156,0.731,0.3669064748201439,0.3709712820388443,0.368,0.637,0.3940520446096654,0.4222222222222222
157,0.709,0.3640776699029126,0.35975986455726233,0.368,0.624,0.39862542955326463,0.4423076923076923
158,0.719,0.36471990464839094,0.3775826583567578,0.365,0.622,0.35587188612099646,0.34234234234234234
159,0.687,0.34846625766871164,0.37478743437840956,0.357,0.618,0.38338658146964855,0.37719298245614036
160,0.683,0.391304347826087,0.3864687120277659,0.401,0.643,0.4416403785488959,0.4396551724137931
161,0.643,0.4094881398252185,0.403305449719594,0.423,0.637,0.42857142857142855,0.3841059602649007
162,0.632,0.34979973297730305,0.3780521568391967,0.373,0.622,0.4375,0.411214953271028
163,0.643,0.38026315789473686,0.38107888569187004,0.399,0.626,0.44537815126050423,0.4056603773584906
164,0.688,0.3819530284301607,0.39738612694721226,0.393,0.655,0.4358974358974359,0.4594594594594595
165,0.713,0.398046398046398,0.39225032679369654,0.391,0.665,0.37282229965156793,0.425531914893617
166,0.726,0.36702767749699156,0.3691148796114727,0.39,0.577,0.4562043795620438,0.3854166666666667
167,0.734,0.3233173076923077,0.33834195201361744,0.327,0.601,0.3308270676691729,0.2857142857142857
168,0.683,0.36585365853658536,0.3777871736966542,0.37,0.629,0.3753943217665615,0.3790322580645161
169,0.717,0.36621454993834773,0.3855248331335113,0.366,0.704,0.3710247349823322,0.4268292682926829
170,0.705,0.40487804878048783,0.3774273229585634,0.403,0.737,0.4135593220338983,0.4423076923076923
171,0.721,0.40625,0.3964019324283116,0.409,0.715,0.4050179211469534,0.3786407766990291
172,0.693,0.36942675159235666,0.3795122467156926,0.384,0.691,0.41042345276872966,0.325
173,0.688,0.3990208078335373,0.40218516367861584,0.398,0.661,0.42948717948717946,0.4700854700854701
174,0.725,0.4,0.41678932869609314,0.399,0.654,0.41818181818181815,0.46987951807228917
175,0.712,0.3975609756097561,0.3829831074739948,0.403,0.636,0.4236111111111111,0.4105263157894737
176,0.715,0.33495145631067963,0.3625598562164869,0.349,0.671,0.40350877192982454,0.42105263157894735
177,0.715,0.37394451145958985,0.3673216448425666,0.378,0.601,0.41403508771929826,0.4519230769230769
178,0.682,0.35793357933579334,0.37368628697425504,0.373,0.667,0.39937106918238996,0.35294117647058826
179,0.7,0.36014851485148514,0.3787450387332932,0.374,0.676,0.44,0.47474747474747475
180,0.671,0.394169835234474,0.4125113000609096,0.4,0.693,0.4194528875379939,0.4205607476635514
181,0.653,0.3643312101910828,0.39657624862031193,0.37,0.69,0.4034582132564842,0.4406779661016949
182,0.638,0.35216819973718794,0.4003546606137833,0.371,0.666,0.4171270718232044,0.3944954128440367
183,0.633,0.3567708333333333,0.40833790497213573,0.373,0.654,0.444141689373297,0.484375
184,0.631,0.4015544041450777,0.40404380938285733,0.399,0.654,0.4146341463414634,0.4318181818181818
185,0.63,0.4167725540025413,0.39730684652663545,0.421,0.626,0.4540540540540541,0.4657534246575342
186,0.625,0.42539267015706805,0.4135727271465053,0.422,0.619,0.408,0.38461538461538464
187,0.614,0.36503856041131105,0.3869025799545432,0.374,0.643,0.3963730569948187,0.3691275167785235
188,0.644,0.42875647668393785,0.41836672162775707,0.425,0.663,0.4241573033707865,0.4396551724137931
189,0.637,0.4216710182767624,0.43687830752593176,0.44,0.643,0.46831955922865015,0.4098360655737705
190,0.662,0.39724310776942356,0.4101088927716205,0.402,0.659,0.4230769230769231,0.4375
191,0.704,0.4034440344403444,0.3946357738601563,0.399,0.704,0.40202702702702703,0.45161290322580644
192,0.699,0.368547418967587,0.37870865889556277,0.362,0.659,0.3687707641196013,0.4251968503937008
193,0.744,0.38461538461538464,0.3729698330005057,0.376,0.675,0.3515625,0.3625
194,0.764,0.3885647607934656,0.3770296007994318,0.38,0.705,0.3474576271186441,0.4177215189873418
195,0.731,0.3408284023668639,0.35758232991846783,0.348,0.712,0.37174721189591076,0.37755102040816324
196,0.707,0.35145385587863465,0.3490470716940018,0.368,0.699,0.4232081911262799,0.4057971014492754
197,0.716,0.343409915356711,0.35166057498296804,0.347,0.692,0.36619718309859156,0.39603960396039606
198,0.739,0.33414337788578374,0.3489179152192662,0.343,0.653,0.38697318007662834,0.44285714285714284
199,0.705,0.392204628501827,0.37837046315480266,0.39,0.662,0.376271186440678,0.40594059405940597
200,0.7,0.36585365853658536,0.38346002328688367,0.374,0.641,0.42333333333333334,0.44954128440366975
201,0.704,0.36711990111248455,0.3791414279995429,0.383,0.656,0.44256756756756754,0.40860215053763443
202,0.697,0.3616504854368932,0.3764949508129408,0.376,0.702,0.429042904290429,0.39655172413793105
203,0.652,0.3819796954314721,0.3852105783600283,0.38,0.704,0.3936781609195402,0.43089430894308944
204,0.662,0.38033635187580855,0.4028186633256891,0.394,0.715,0.40532544378698226,0.3465346534653465
205,0.655,0.3972602739726027,0.41894518997964847,0.408,0.679,0.4318840579710145,0.42142857142857143
206,0.687,0.3743654822335025,0.3865048957311817,0.378,0.663,0.3961661341853035,0.40425531914893614
207,0.689,0.35301353013530135,0.38743556896697406,0.36,0.599,0.3890675241157556,0.41228070175438597
208,0.653,0.356234096692112,0.3885646885049634,0.381,0.674,0.4495677233429395,0.4297520661157025
209,0.667,0.3797953964194373,0.39197688596940145,0.391,0.692,0.4174174174174174,0.411214953271028
210,0.692,0.4052044609665427,0.38903325131337635,0.405,0.697,0.42857142857142855,0.47115384615384615
211,0.699,0.38405797101449274,0.3902793494161382,0.39,0.683,0.4053156146179402,0.3706896551724138
212,0.693,0.3903345724907063,0.3813879355696627,0.395,0.658,0.3973941368078176,0.37623762376237624
213,0.698,0.34516523867809057,0.3761884744248296,0.359,0.608,0.4105960264900662,0.4074074074074074
214,0.725,0.40651387213510254,0.3931330549449857,0.402,0.658,0.3781818181818182,0.375
215,0.724,0.3325153374233129,0.35749597771048425,0.342,0.672,0.37681159420289856,0.35802469135802467
216,0.718,0.354916067146283,0.365455917298681,0.37,0.672,0.41134751773049644,0.33962264150943394
217,0.699,0.3972772277227723,0.4013946095036929,0.401,0.659,0.38870431893687707,0.35106382978723405
218,0.683,0.39803439803439805,0.39397227991089917,0.4,0.679,0.41009463722397477,0.4297520661157025
219,0.703,0.4131227217496962,0.3898799192376339,0.405,0.639,0.3771043771043771,0.4107142857142857
220,0.716,0.3924205378973105,0.4141548720698841,0.399,0.64,0.44014084507042256,0.43333333333333335
221,0.684,0.41728395061728396,0.40338835119590316,0.416,0.664,0.4240506329113924,0.4434782608695652
222,0.683,0.4025157232704403,0.41849877375537947,0.42,0.657,0.47318611987381703,0.45263157894736844
223,0.647,0.39648682559598497,0.3987589487744419,0.387,0.64,0.37393767705382436,0.41843971631205673
224,0.713,0.42028985507246375,0.4015539841607924,0.422,0.649,0.44947735191637633,0.4857142857142857
225,0.705,0.3535228677379481,0.3748043207876098,0.362,0.654,0.4033898305084746,0.41935483870967744
226,0.708,0.3870192307692308,0.4016848679343591,0.399,0.659,0.4726027397260274,0.5045045045045045
227,0.688,0.3818849449204406,0.39939763502415043,0.398,0.646,0.46474358974358976,0.4634146341463415
228,0.677,0.40799031476997577,0.3915887383491511,0.405,0.658,0.3993808049535604,0.4222222222222222
229,0.663,0.37817258883248733,0.4029152518711849,0.384,0.669,0.4094955489614243,0.4260869565217391
230,0.681,0.40554156171284633,0.39885155844686393,0.411,0.657,0.44200626959247646,0.47474747474747475
231,0.683,0.38811630847029077,0.37684693557707977,0.393,0.668,0.40063091482649843,0.38613861386138615
232,0.68,0.3625154130702836,0.3800934442789378,0.367,0.666,0.3625,0.3333333333333333
233,0.648,0.38018741633199465,0.38550445593455385,0.389,0.671,0.3977272727272727,0.38202247191011235
234,0.681,0.3851944792973651,0.36779808106990025,0.377,0.67,0.3667711598746082,0.4
235,0.691,0.34701492537313433,0.3679975818410204,0.353,0.674,0.39805825242718446,0.40186915887850466
236,0.7,0.375609756097561,0.3851445486538726,0.387,0.642,0.42333333333333334,0.4056603773584906
237,0.727,0.3476658476658477,0.37153355385423315,0.359,0.63,0.39194139194139194,0.3815789473684211
238,0.701,0.3937106918238994,0.3752304379522851,0.394,0.607,0.41471571906354515,0.4805194805194805
239,0.695,0.3799019607843137,0.3741937374277044,0.388,0.634,0.42295081967213116,0.3925233644859813
240,0.683,0.3717146433041302,0.3983244663660509,0.39,0.634,0.42902208201892744,0.3904761904761905
241,0.687,0.40348692403486924,0.4041209388404525,0.399,0.645,0.3929712460063898,0.4392523364485981
242,0.681,0.3464373464373464,0.3710293296440161,0.355,0.664,0.4106583072100313,0.4576271186440678
243,0.684,0.36770186335403726,0.3878003294099525,0.374,0.626,0.3829113924050633,0.36363636363636365
244,0.707,0.362089914945322,0.3724433813627165,0.366,0.619,0.3993174061433447,0.44339622641509435
245,0.743,0.36233611442193087,0.3803627974458348,0.375,0.596,0.39299610894941633,0.3373493975903614
246,0.719,0.34772182254196643,0.34472660065165794,0.349,0.627,0.3665480427046263,0.40186915887850466
247,0.681,0.37966537966537967,0.3737085370332072,0.379,0.629,0.3824451410658307,0.4044943820224719
248,0.675,0.38819095477386933,0.39450381319644356,0.387,0.602,0.3723076923076923,0.375
249,0.695,0.38964241676942046,0.3793992115969121,0.393,0.649,0.4,0.38317757009345793
250,0.715,0.3619047619047619,0.38469297995118845,0.366,0.636,0.3719298245614035,0.35344827586206895
251,0.709,0.36318407960199006,0.3831872293307582,0.366,0.647,0.39862542955326463,0.4588235294117647
252,0.681,0.3508322663252241,0.3738518128533296,0.369,0.664,0.39184952978056425,0.30851063829787234
253,0.719,0.36308805790108567,0.3749086663474311,0.386,0.628,0.42704626334519574,0.30526315789473685
254,0.709,0.3690621193666261,0.37440804534606775,0.375,0.66,0.4054982817869416,0.41
255,0.716,0.353437876960193,0.3732503756309717,0.361,0.674,0.4119718309859155,0.45544554455445546
256,0.678,0.3723797780517879,0.3871632043283923,0.385,0.669,0.38198757763975155,0.3220338983050847
257,0.649,0.38767650834403083,0.39595974649219656,0.388,0.649,0.37037037037037035,0.34210526315789475
258,0.68,0.3644278606965174,0.36792789301995027,0.366,0.697,0.378125,0.38392857142857145
259,0.693,0.35444579780755175,0.37521391611101285,0.375,0.712,0.4560260586319218,0.4224137931034483
260,0.689,0.3501199040767386,0.3866537158197709,0.348,0.685,0.3311897106109325,0.3358208955223881
261,0.685,0.38578680203045684,0.40078898531825974,0.384,0.647,0.3873015873015873,0.40860215053763443
262,0.681,0.40811153358681873,0.40902120137348796,0.417,0.695,0.45454545454545453,0.46938775510204084
263,0.66,0.3805970149253731,0.4031173918984382,0.391,0.656,0.42058823529411765,0.40441176470588236
264,0.69,0.37361282367447596,0.3925803791578634,0.382,0.661,0.4064516129032258,0.37037037037037035
265,0.702,0.3960639606396064,0.36788965172906873,0.399,0.637,0.38926174496644295,0.3645833333333333
266,0.731,0.35414165666266506,0.3528602841952168,0.343,0.643,0.3308550185873606,0.37777777777777777
267,0.703,0.35005973715651134,0.3719753311610167,0.351,0.649,0.3569023569023569,0.36752136752136755
268,0.678,0.3657635467980296,0.37281393687453884,0.362,0.621,0.35093167701863354,0.38333333333333336
269,0.666,0.39325842696629215,0.3965207908859258,0.407,0.627,0.44610778443113774,0.42857142857142855
270,0.671,0.3842364532019704,0.3761201199350814,0.384,0.642,0.3981762917933131,0.42748091603053434
271,0.693,0.38848039215686275,0.38561103098340993,0.407,0.692,0.4495114006514658,0.39285714285714285
272,0.666,0.4,0.40857504328038574,0.399,0.666,0.4311377245508982,0.5185185185185185
273,0.65,0.4365482233502538,0.4241185733648663,0.446,0.632,0.4828571428571429,0.4883720930232558
274,0.683,0.39146341463414636,0.42129341106186086,0.398,0.657,0.4353312302839117,0.4344262295081967
275,0.676,0.40328697850821743,0.4227146292540059,0.422,0.697,0.4722222222222222,0.44339622641509435
276,0.705,0.4065533980582524,0.39784887692676396,0.416,0.655,0.4745762711864407,0.5045871559633027
277,0.738,0.37706855791962174,0.39516766324760566,0.386,0.612,0.4389312977099237,0.4270833333333333
278,0.695,0.3944723618090452,0.38795345712050106,0.406,0.614,0.42295081967213116,0.3655913978494624
279,0.723,0.3247549019607843,0.3606770590899684,0.334,0.631,0.38267148014440433,0.3902439024390244
280,0.69,0.3591989987484355,0.383504454997568,0.37,0.641,0.4096774193548387,0.3763440860215054
281,0.702,0.40594059405940597,0.3951292663462735,0.417,0.646,0.4395973154362416,0.4166666666666667
282,0.732,0.3341288782816229,0.36503649791107445,0.339,0.675,0.373134328358209,0.375
